artist_familiarity,artist_hotttnesss,year
0.476,0.278,1999
0.476,0.278,2009
0.476,0.278,1995
0.476,0.278,2006
0.476,0.278,1978
0.462,0.278,1999
0.413,0.278,2005
0.368,0.278,1993
0.368,0.278,1999
0.387,0.278,1929
0.445,0.278,2001
0.445,0.278,2006
0.499,0.278,2004
0.499,0.278,2005
0.356,0.278,1959
0.488,0.278,2005
0.407,0.278,1930
0.426,0.278,2003
0.326,0.278,2007
0.429,0.278,2006
0.429,0.278,2007
0.429,0.278,2009
0.429,0.278,2005
0.429,0.278,1995
0.429,0.278,2000
0.424,0.278,2005
0.424,0.278,1984
0.424,0.278,2000
0.398,0.278,2007
0.398,0.278,2004
0.437,0.278,2005
0.437,0.278,2002
0.437,0.278,2004
0.462,0.278,1990
0.462,0.278,2001
0.367,0.278,2002
0.537,0.278,1999
0.483,0.278,2000
0.483,0.278,2001
0.451,0.278,2001
0.41,0.278,2009
0.482,0.277,2008
0.482,0.277,2005
0.454,0.277,2007
0.454,0.277,2006
0.434,0.277,1994
0.441,0.277,1998
0.441,0.277,2003
0.448,0.277,2002
0.448,0.277,2000
0.448,0.277,2003
0.448,0.277,1998
0.679,0.277,2005
0.546,0.277,2002
0.546,0.277,2005
0.388,0.277,1998
0.508,0.277,2006
0.371,0.277,2002
0.392,0.277,2004
0.395,0.277,1994
0.395,0.277,2000
0.395,0.277,1969
0.494,0.277,2000
0.47,0.277,2005
0.554,0.277,2008
0.369,0.277,2000
0.322,0.277,1997
0.5,0.277,2007
0.498,0.277,2009
0.408,0.277,1994
0.408,0.277,1960
0.35,0.277,1989
0.332,0.277,2008
0.332,0.277,1996
0.332,0.277,1992
0.41,0.277,2001
0.329,0.277,2006
0.4,0.277,1996
0.388,0.277,1997
0.434,0.277,1993
0.348,0.277,2007
0.348,0.277,2000
0.414,0.277,2003
0.414,0.277,2004
0.355,0.277,2003
0.453,0.277,1999
0.429,0.277,1999
0.429,0.277,2004
0.429,0.277,2008
0.411,0.277,1991
0.515,0.277,2005
0.522,0.277,2006
0.385,0.277,2003
0.449,0.277,2002
0.395,0.277,2005
0.395,0.277,2006
0.468,0.277,2005
0.38,0.277,2005
0.316,0.277,2000
0.316,0.277,1999
0.506,0.277,2006
0.422,0.277,2007
0.431,0.276,2001
0.431,0.276,1999
0.474,0.276,1991
0.474,0.276,1993
0.475,0.276,1997
0.475,0.276,1998
0.475,0.276,1995
0.477,0.276,1998
0.477,0.276,1982
0.425,0.276,2004
0.425,0.276,2003
0.515,0.276,2008
0.399,0.276,1993
0.399,0.276,2008
0.399,0.276,1990
0.399,0.276,1999
0.525,0.276,1996
0.382,0.276,1998
0.401,0.276,2006
0.417,0.276,2001
0.417,0.276,1999
0.417,0.276,1996
0.344,0.276,1993
0.508,0.276,2009
0.34,0.276,1996
0.34,0.276,1997
0.483,0.276,1990
0.263,0.276,2003
0.263,0.276,2005
0.319,0.276,2006
0.319,0.276,1994
0.336,0.276,2000
0.336,0.276,2005
0.36,0.276,1986
0.467,0.276,1996
0.514,0.276,1991
0.433,0.276,2001
0.433,0.276,1989
0.561,0.276,2005
0.561,0.276,2004
0.561,0.276,2003
0.403,0.276,2004
0.47,0.276,1992
0.47,0.276,1994
0.411,0.276,1999
0.449,0.276,2006
0.449,0.276,2005
0.415,0.276,1979
0.415,0.276,2008
0.415,0.276,1990
0.399,0.276,2004
0.399,0.276,2005
0.399,0.276,2006
0.569,0.276,1968
0.343,0.276,2001
0.455,0.276,1978
0.361,0.276,1978
0.361,0.276,2004
0.328,0.276,2010
0.328,0.276,1989
0.388,0.276,1994
0.415,0.276,1998
0.603,0.275,1999
0.543,0.275,2006
0.543,0.275,2009
0.366,0.275,2005
0.381,0.275,1997
0.494,0.275,2004
0.446,0.275,2008
0.485,0.275,2008
0.485,0.275,2007
0.485,0.275,2006
0.028,0.275,2006
0.485,0.275,2005
0.442,0.275,1979
0.442,0.275,1978
0.502,0.275,2002
0.468,0.275,2006
0.468,0.275,1992
0.468,0.275,2001
0.428,0.275,1991
0.456,0.275,2009
0.557,0.275,2007
0.575,0.275,2000
0.466,0.275,2006
0.449,0.275,1995
0.465,0.275,2008
0.465,0.275,2006
0.505,0.275,1993
0.293,0.275,2002
0.293,0.275,2010
0.381,0.275,1995
0.381,0.275,1994
0.476,0.275,2007
0.521,0.275,2008
0.521,0.275,2009
0.352,0.275,1995
0.352,0.275,1997
0.352,0.275,1998
0.363,0.275,1992
0.389,0.275,2005
0.371,0.275,2001
0.051,0.275,1986
0.496,0.275,2004
0.463,0.275,2009
0.463,0.275,2004
0.419,0.275,1962
0.322,0.275,1982
0.322,0.275,2007
0.435,0.274,2006
0.435,0.274,2005
0.439,0.274,2006
0.454,0.274,1995
0.39,0.274,1986
0.585,0.274,1997
0.378,0.274,1962
0.541,0.274,1995
0.541,0.274,2006
0.541,0.274,1997
0.541,0.274,2003
0.541,0.274,1998
0.4,0.274,1988
0.4,0.274,2005
0.36,0.274,1990
0.36,0.274,1992
0.36,0.274,1998
0.319,0.274,2008
0.398,0.274,1995
0.442,0.274,2008
0.371,0.274,2004
0.383,0.274,1941
0.383,0.274,1993
0.383,0.274,1996
0.383,0.274,1965
0.383,0.274,1995
0.331,0.274,2010
0.476,0.274,2002
0.476,0.274,2006
0.476,0.274,2000
0.525,0.274,2007
0.375,0.274,2009
0.375,0.274,1995
0.375,0.274,1997
0.373,0.274,1999
0.375,0.274,2001
0.375,0.274,1993
0.373,0.274,1989
0.373,0.274,1994
0.443,0.274,2005
0.543,0.274,2007
0.543,0.274,2008
0.543,0.274,2010
0.543,0.274,2001
0.543,0.274,2005
0.543,0.274,2006
0.543,0.274,2009
0.543,0.274,2004
0.543,0.274,2002
0.394,0.274,2004
0.394,0.274,2003
0.411,0.274,2006
0.354,0.274,2005
0.584,0.274,1994
0.354,0.274,1999
0.44,0.274,2004
0.561,0.274,2007
0.535,0.274,2009
0.515,0.274,2008
0.342,0.274,2007
0.406,0.274,2002
0.406,0.273,2009
0.387,0.273,1941
0.387,0.273,1942
0.387,0.273,1996
0.387,0.273,1994
0.423,0.273,2007
0.423,0.273,1992
0.498,0.273,2002
0.376,0.273,2006
0.376,0.273,1956
0.071,0.273,2001
0.444,0.273,2004
0.389,0.273,2000
0.331,0.273,2003
0.255,0.273,1996
0.413,0.273,2000
0.571,0.273,2006
0.385,0.273,1991
0.394,0.273,2007
0.465,0.273,1997
0.465,0.273,1993
0.567,0.273,2008
0.379,0.273,2001
0.379,0.273,2004
0.467,0.273,1992
0.467,0.273,1993
0.517,0.273,2003
0.357,0.273,2005
0.357,0.273,2004
0.357,0.273,2008
0.41,0.273,2007
0.431,0.273,1995
0.431,0.273,2008
0.431,0.273,1987
0.431,0.273,1991
0.431,0.273,1936
0.367,0.272,2005
0.367,0.272,1999
0.495,0.272,2005
0.495,0.272,2003
0.495,0.272,2002
0.531,0.272,2006
0.406,0.272,1997
0.406,0.272,2002
0.406,0.272,2001
0.406,0.272,1993
0.406,0.272,1995
0.406,0.272,1999
0.406,0.272,2008
0.406,0.272,2005
0.406,0.272,1994
0.406,0.272,2000
0.342,0.272,1999
0.567,0.272,1999
0.364,0.272,2005
0.354,0.272,2001
0.405,0.272,2007
0.44,0.272,2005
0.403,0.272,1992
0.403,0.272,2001
0.446,0.272,1997
0.33,0.272,2004
0.33,0.272,2003
0.467,0.272,2004
0.326,0.272,2008
0.423,0.272,2003
0.39,0.272,2009
0.39,0.272,2004
0.39,0.272,1998
0.631,0.272,2008
0.421,0.272,1999
0.435,0.272,2008
0.34,0.272,1998
0.39,0.272,1999
0.5,0.272,2001
0.551,0.272,2006
0.551,0.272,2005
0.58,0.272,1990
0.459,0.272,2005
0.427,0.272,2003
0.44,0.272,2000
0.44,0.272,1984
0.504,0.272,2004
0.504,0.272,2005
0.404,0.272,1992
0.349,0.272,1997
0.047,0.271,1995
0.363,0.271,2003
0.68,0.271,2007
0.423,0.271,2003
0.58,0.271,1978
0.473,0.271,1999
0.374,0.271,2004
0.488,0.271,1998
0.488,0.271,2001
0.488,0.271,2009
0.488,0.271,2006
0.449,0.271,2005
0.396,0.271,1993
0.396,0.271,2002
0.412,0.271,2009
0.294,0.271,1997
0.294,0.271,1998
0.459,0.271,2002
0.459,0.271,2000
0.465,0.271,2003
0.465,0.271,2005
0.465,0.271,2001
0.356,0.271,2003
0.371,0.271,2005
0.357,0.271,1952
0.357,0.271,1997
0.357,0.271,2004
0.368,0.271,2008
0.368,0.271,1993
0.434,0.271,2000
0.434,0.271,1998
0.448,0.271,2008
0.403,0.271,1929
0.403,0.271,1999
0.403,0.271,2005
0.403,0.271,2006
0.403,0.271,1993
0.366,0.271,1993
0.365,0.271,2005
0.365,0.271,2001
0.365,0.271,2003
0.483,0.271,2002
0.483,0.271,2004
0.525,0.271,2004
0.483,0.271,2003
0.493,0.271,2005
0.457,0.271,2007
0.457,0.271,2008
0.367,0.271,2002
0.35,0.271,2001
0.4,0.271,2007
0.588,0.271,1997
0.588,0.271,1995
0.406,0.271,2004
0.406,0.271,2006
0.306,0.271,1987
0.354,0.271,1997
0.428,0.27,1993
0.38,0.27,1993
0.38,0.27,1999
0.466,0.27,2002
0.5,0.27,2007
0.339,0.27,1998
0.397,0.27,2002
0.397,0.27,1991
0.397,0.27,1992
0.427,0.27,2006
0.395,0.27,2002
0.051,0.27,2001
0.325,0.27,1996
0.355,0.27,2001
0.355,0.27,2003
0.318,0.27,1992
0.318,0.27,1994
0.343,0.27,2000
0.343,0.27,1993
0.343,0.27,1990
0.343,0.27,2004
0.619,0.27,1992
0.619,0.27,1984
0.425,0.27,1994
0.425,0.27,1984
0.44,0.27,2005
0.44,0.27,2003
0.44,0.27,2006
0.415,0.27,2005
0.519,0.27,2005
0.326,0.27,1974
0.485,0.27,1961
0.389,0.27,2001
0.311,0.27,1994
0.35,0.27,1988
0.397,0.27,2008
0.406,0.27,1998
0.378,0.27,1993
0.378,0.27,1981
0.294,0.27,1981
0.294,0.27,1989
0.444,0.27,2005
0.38,0.27,2003
0.364,0.27,2008
0.356,0.27,2005
0.356,0.27,1998
0.325,0.27,2008
0.484,0.27,2005
0.518,0.27,2004
0.518,0.27,2001
0.404,0.27,2000
0.453,0.27,2005
0.481,0.27,2000
0.481,0.27,1998
0.388,0.269,2001
0.388,0.269,1989
0.499,0.269,2003
0.499,0.269,2002
0.499,0.269,2004
0.429,0.269,2006
0.448,0.269,1972
0.32,0.269,1961
0.453,0.269,2007
0.415,0.269,1985
0.468,0.269,2008
0.468,0.269,2007
0.505,0.269,1969
0.505,0.269,2005
0.505,0.269,1970
0.377,0.269,1999
0.348,0.269,1999
0.516,0.269,1988
0.505,0.269,2007
0.505,0.269,2004
0.545,0.269,2002
0.497,0.269,2002
0.432,0.269,1998
0.407,0.269,2000
0.371,0.269,2003
0.371,0.269,2002
0.373,0.269,2005
0.448,0.269,1996
0.473,0.269,2001
0.473,0.269,2003
0.473,0.269,2002
0.44,0.269,2006
0.443,0.269,2006
0.432,0.269,2008
0.558,0.269,2003
0.47,0.269,1999
0.47,0.269,2005
0.401,0.269,1998
0.378,0.269,1999
0.47,0.269,2002
0.353,0.269,2009
0.386,0.269,2005
0.366,0.269,2002
0.388,0.269,2003
0.438,0.269,2001
0.441,0.269,2000
0.441,0.269,1997
0.384,0.268,2006
0.405,0.268,2008
0.448,0.268,2005
0.448,0.268,2008
0.397,0.268,2010
0.397,0.268,2007
0.397,0.268,2003
0.356,0.268,1996
0.356,0.268,2004
0.371,0.268,2001
0.416,0.268,1996
0.368,0.268,2002
0.326,0.268,1974
0.502,0.268,2008
0.303,0.268,1961
0.346,0.268,1987
0.48,0.268,2000
0.406,0.268,1996
0.351,0.268,1994
0.403,0.268,2002
0.392,0.268,2006
0.392,0.268,2005
0.392,0.268,2003
0.384,0.268,1997
0.442,0.268,1993
0.512,0.268,2003
0.512,0.268,2006
0.322,0.268,2006
0.451,0.268,2007
0.481,0.268,2004
0.481,0.268,2002
0.391,0.268,2006
0.461,0.268,2007
0.633,0.268,2007
0.633,0.268,2001
0.633,0.268,2004
0.402,0.268,2000
0.402,0.268,2003
0.402,0.268,1998
0.402,0.268,2007
0.392,0.268,1989
0.349,0.268,1997
0.349,0.268,1996
0.349,0.268,1999
0.488,0.268,1990
0.488,0.268,2003
0.45,0.268,2002
0.45,0.268,1998
0.45,0.268,2005
0.498,0.268,1994
0.074,0.268,1999
0.328,0.268,2001
0.328,0.268,1990
0.328,0.268,1992
0.328,0.268,2002
0.328,0.268,1987
0.405,0.268,2006
0.351,0.268,1973
0.35,0.268,1990
0.337,0.268,2000
0.279,0.268,2003
0.38,0.268,2003
0.38,0.268,2008
0.466,0.268,2005
0.496,0.268,2006
0.496,0.268,2004
0.318,0.267,2004
0.495,0.267,2008
0.495,0.267,2007
0.417,0.267,1992
0.346,0.267,1967
0.37,0.267,1996
0.46,0.267,2008
0.442,0.267,1990
0.511,0.267,2008
0.511,0.267,2010
0.392,0.267,1988
0.711,0.267,1988
0.504,0.267,2006
0.361,0.267,2001
0.361,0.267,2005
0.361,0.267,1989
0.418,0.267,2001
0.365,0.267,2006
0.385,0.267,2008
0.386,0.267,1972
0.413,0.267,2008
0.481,0.267,2009
0.493,0.267,2008
0.088,0.267,1967
0.445,0.267,2008
0.445,0.267,2007
0.486,0.267,2002
0.337,0.267,1997
0.378,0.267,1997
0.378,0.267,2004
0.378,0.267,1996
0.378,0.267,1999
0.407,0.267,1999
0.407,0.267,1996
0.432,0.267,2004
0.432,0.267,2002
0.693,0.267,1999
0.315,0.267,2001
0.531,0.267,2007
0.355,0.267,2005
0.341,0.267,2004
0.502,0.267,2008
0.502,0.267,1983
0.502,0.267,1984
0.383,0.267,2006
0.384,0.267,2005
0.575,0.267,2006
0.533,0.267,2002
0.487,0.267,2006
0.487,0.267,2010
0.391,0.266,2008
0.391,0.266,2006
0.384,0.266,2009
0.477,0.266,2005
0.469,0.266,2008
0.431,0.266,2009
0.426,0.266,2007
0.415,0.266,1992
0.415,0.266,2000
0.418,0.266,2006
0.41,0.266,1995
0.449,0.266,1990
0.4,0.266,2000
0.274,0.266,1993
0.274,0.266,1996
0.468,0.266,2005
0.369,0.266,2003
0.316,0.266,1999
0.316,0.266,2005
0.331,0.266,1998
0.331,0.266,1973
0.38,0.266,2002
0.412,0.266,2004
0.321,0.266,2006
0.47,0.266,2009
0.312,0.266,2001
0.312,0.266,1996
0.234,0.266,2009
0.039,0.266,2009
0.318,0.266,2000
0.415,0.266,1997
0.415,0.266,1987
0.278,0.266,2002
0.44,0.266,1989
0.495,0.266,2008
0.456,0.266,2008
0.4,0.266,1998
0.371,0.266,2007
0.371,0.266,2008
0.405,0.266,2005
0.507,0.265,2004
0.283,0.265,1995
0.307,0.265,2007
0.39,0.265,1958
0.339,0.265,1966
0.339,0.265,1993
0.339,0.265,2009
0.339,0.265,1999
0.454,0.265,2005
0.1,0.265,2007
0.305,0.265,2009
0.365,0.265,2005
0.595,0.265,2002
0.454,0.265,2007
0.454,0.265,2008
0.483,0.265,2009
0.555,0.265,2008
0.555,0.265,2005
0.555,0.265,1997
0.555,0.265,2006
0.475,0.265,2005
0.157,0.265,1990
0.362,0.265,1997
0.362,0.265,1966
0.362,0.265,1996
0.362,0.265,1978
0.362,0.265,1999
0.362,0.265,2008
0.362,0.265,1967
0.362,0.265,1973
0.472,0.265,2003
0.485,0.265,2005
0.452,0.265,2008
0.472,0.265,2005
0.379,0.265,2003
0.375,0.265,1996
0.444,0.265,2000
0.444,0.265,2001
0.666,0.265,1994
0.342,0.265,2005
0.342,0.265,1988
0.38,0.265,1997
0.524,0.265,2001
0.524,0.265,1999
0.524,0.265,2004
0.524,0.265,2008
0.407,0.265,2005
0.334,0.265,1996
0.453,0.265,2005
0.453,0.265,2008
0.453,0.265,2007
0.413,0.265,2007
0.354,0.265,2004
0.432,0.265,1992
0.327,0.264,1995
0.351,0.264,1996
0.351,0.264,1985
0.516,0.264,2005
0.587,0.264,1988
0.419,0.264,2008
0.467,0.264,2000
0.451,0.264,2007
0.445,0.264,2006
0.444,0.264,2005
0.422,0.264,1998
0.444,0.264,2010
0.407,0.264,2002
0.474,0.264,1993
0.441,0.264,1997
0.441,0.264,1998
0.543,0.264,2005
0.543,0.264,2007
0.543,0.264,2006
0.384,0.264,1988
0.336,0.264,1993
0.452,0.264,2007
0.432,0.264,2000
0.355,0.264,1993
0.372,0.264,2007
0.372,0.264,2003
0.349,0.264,1996
0.492,0.264,1996
0.492,0.264,2005
0.426,0.264,2006
0.436,0.264,1993
0.436,0.264,1991
0.436,0.264,1994
0.436,0.264,1992
0.436,0.264,1996
0.389,0.264,1992
0.276,0.264,1997
0.276,0.264,1999
0.416,0.264,2002
0.439,0.264,2007
0.439,0.264,2006
0.439,0.264,2010
0.473,0.263,2003
0.407,0.263,2008
0.355,0.263,2005
0.464,0.263,2004
0.486,0.263,2002
0.403,0.263,1998
0.404,0.263,1997
0.359,0.263,2002
0.359,0.263,2003
0.427,0.263,2008
0.427,0.263,2009
0.41,0.263,2004
0.33,0.263,2007
0.343,0.263,2006
0.043,0.263,1990
0.334,0.263,1995
0.295,0.263,2007
0.429,0.263,1999
0.06,0.263,1998
0.06,0.263,2006
0.367,0.263,1991
0.482,0.263,1972
0.482,0.263,1979
0.405,0.263,2003
0.405,0.263,1980
0.466,0.263,1997
0.48,0.263,2000
0.361,0.263,2003
0.45,0.263,2007
0.45,0.263,1992
0.45,0.263,2002
0.426,0.263,2004
0.364,0.263,2003
0.364,0.263,1996
0.562,0.263,2007
0.511,0.263,2004
0.511,0.263,2006
0.451,0.263,1968
0.26,0.262,2009
0.456,0.262,2005
0.472,0.262,2009
0.472,0.262,2008
0.502,0.262,1999
0.496,0.262,2001
0.515,0.262,2009
0.341,0.262,2000
0.357,0.262,1964
0.37,0.262,1999
0.518,0.262,2003
0.465,0.262,1995
0.322,0.262,2006
0.322,0.262,1969
0.467,0.262,1994
0.556,0.262,2003
0.433,0.262,1993
0.433,0.262,1998
0.469,0.262,2004
0.387,0.262,1998
0.441,0.262,2008
0.37,0.262,2009
0.429,0.262,2003
0.522,0.262,1990
0.391,0.262,1988
0.509,0.262,2006
0.304,0.262,1991
0.529,0.262,2007
0.529,0.262,2006
0.243,0.262,1971
0.456,0.261,2002
0.463,0.261,2000
0.499,0.261,2004
0.499,0.261,2007
0.436,0.261,2005
0.065,0.261,1995
0.43,0.261,1975
0.389,0.261,2000
0.347,0.261,1990
0.36,0.261,2004
0.454,0.261,2006
0.454,0.261,2005
0.469,0.261,2003
0.443,0.261,1998
0.443,0.261,1999
0.335,0.261,1995
0.352,0.261,2001
0.268,0.261,2002
0.268,0.261,1971
0.343,0.261,1996
0.343,0.261,1995
0.428,0.261,1996
0.326,0.261,2005
0.312,0.261,2005
0.527,0.261,1987
0.276,0.261,1974
0.527,0.261,2000
0.413,0.261,2008
0.331,0.26,1967
0.421,0.26,2004
0.421,0.26,2006
0.421,0.26,2000
0.421,0.26,2003
0.248,0.26,2004
0.397,0.26,2000
0.397,0.26,2002
0.397,0.26,1998
0.516,0.26,2006
0.385,0.26,2009
0.494,0.26,2005
0.468,0.26,2005
0.453,0.26,1995
0.453,0.26,1997
0.323,0.26,2004
0.309,0.26,1987
0.367,0.26,2004
0.367,0.26,1992
0.367,0.26,2005
0.51,0.26,2005
0.427,0.26,1992
0.46,0.26,2001
0.46,0.26,1999
0.479,0.26,2008
0.403,0.26,1998
0.533,0.26,2006
0.323,0.26,2000
0.323,0.26,2005
0.41,0.26,1994
0.41,0.26,1995
0.334,0.26,2003
0.476,0.26,2006
0.419,0.26,2002
0.345,0.26,1989
0.395,0.259,1996
0.358,0.259,2006
0.404,0.259,1971
0.472,0.259,2003
0.472,0.259,2006
0.472,0.259,2005
0.511,0.259,1981
0.511,0.259,1961
0.511,0.259,1993
0.511,0.259,1960
0.511,0.259,1997
0.511,0.259,1994
0.511,0.259,1989
0.4,0.259,2004
0.4,0.259,1989
0.383,0.259,2004
0.506,0.259,2010
0.506,0.259,2008
0.511,0.259,2007
0.429,0.259,2003
0.429,0.259,2004
0.292,0.259,2002
0.363,0.259,1992
0.471,0.259,2002
0.318,0.259,2007
0.59,0.259,2002
0.373,0.259,2009
0.06,0.259,1998
0.06,0.259,1999
0.34,0.259,1996
0.34,0.259,1999
0.34,0.259,1998
0.446,0.259,2006
0.446,0.259,2008
0.487,0.259,2009
0.442,0.259,1970
0.272,0.259,2004
0.36,0.259,2004
0.597,0.258,2008
0.531,0.258,1997
0.366,0.258,2003
0.288,0.258,2003
0.444,0.258,1998
0.527,0.258,2007
0.383,0.258,2008
0.383,0.258,1999
0.611,0.258,2005
0.33,0.258,1972
0.482,0.258,2002
0.55,0.258,2008
0.365,0.258,1993
0.337,0.258,2004
0.394,0.258,2008
0.436,0.258,1998
0.365,0.258,1994
0.365,0.258,2008
0.298,0.258,1978
0.393,0.258,2000
0.393,0.258,1996
0.408,0.258,1988
0.48,0.258,2008
0.48,0.258,2006
0.549,0.258,2009
0.515,0.258,1992
0.477,0.258,1986
0.363,0.258,1992
0.388,0.258,2005
0.314,0.258,1992
0.476,0.258,1998
0.381,0.258,2002
0.653,0.257,1997
0.306,0.257,2007
0.306,0.257,1959
0.662,0.257,1995
0.662,0.257,1985
0.662,0.257,1991
0.662,0.257,1988
0.662,0.257,1999
0.662,0.257,1996
0.378,0.257,1996
0.38,0.257,1996
0.327,0.257,2005
0.358,0.257,2003
0.43,0.257,2001
0.418,0.257,2001
0.521,0.257,2007
0.619,0.257,1984
0.544,0.257,2001
0.544,0.257,1990
0.544,0.257,1993
0.544,0.257,2004
0.544,0.257,2003
0.467,0.257,2004
0.508,0.257,2004
0.564,0.257,2006
0.564,0.257,1994
0.564,0.257,2003
0.564,0.257,1993
0.564,0.257,1996
0.564,0.257,1995
0.564,0.257,2004
0.564,0.257,1999
0.564,0.257,1997
0.564,0.257,1998
0.564,0.257,2008
0.564,0.257,2005
0.564,0.257,2007
0.564,0.257,2009
0.564,0.257,2000
0.564,0.257,2002
0.564,0.257,2001
0.385,0.257,2006
0.426,0.257,2008
0.07,0.257,2009
0.459,0.257,2006
0.373,0.257,1995
0.43,0.257,2005
0.496,0.257,2005
0.424,0.257,2008
0.33,0.257,1997
0.366,0.257,2006
0.457,0.257,1984
0.505,0.256,2000
0.319,0.256,2004
0.492,0.256,2006
0.492,0.256,2005
0.492,0.256,2004
0.436,0.256,2000
0.369,0.256,2005
0.284,0.256,1990
0.284,0.256,1992
0.359,0.256,2002
0.452,0.256,1997
0.452,0.256,2006
0.452,0.256,2009
0.452,0.256,2005
0.452,0.256,1996
0.358,0.256,1992
0.358,0.256,2002
0.358,0.256,2009
0.29,0.256,2009
0.333,0.256,2004
0.333,0.256,2003
0.333,0.256,2010
0.645,0.256,1999
0.499,0.256,1970
0.312,0.256,1999
0.488,0.256,1988
0.353,0.256,2005
0.353,0.256,2004
0.353,0.256,1992
0.38,0.256,1991
0.443,0.256,2009
0.443,0.256,2008
0.636,0.256,2008
0.33,0.256,2006
0.705,0.256,2006
0.359,0.256,1957
0.536,0.256,1998
0.375,0.255,1999
0.375,0.255,1996
0.375,0.255,1994
0.428,0.255,2000
0.101,0.255,2007
0.337,0.255,2003
0.469,0.255,1996
0.374,0.255,2007
0.528,0.255,2009
0.53,0.255,2008
0.399,0.255,2005
0.354,0.255,2005
0.315,0.255,2009
0.36,0.255,2009
0.388,0.255,1994
0.305,0.255,1994
0.37,0.255,2002
0.435,0.255,2003
0.435,0.255,2001
0.329,0.255,1969
0.467,0.255,1981
0.329,0.255,2006
0.518,0.255,2007
0.372,0.255,1998
0.341,0.255,1988
0.401,0.255,2003
0.469,0.255,2004
0.376,0.255,1993
0.358,0.254,2008
0.454,0.254,2006
0.37,0.254,1995
0.364,0.254,2000
0.393,0.254,1993
0.393,0.254,1994
0.393,0.254,1996
0.39,0.254,2006
0.399,0.254,2009
0.466,0.254,2006
0.373,0.254,2000
0.373,0.254,1993
0.579,0.254,1988
0.727,0.254,2008
0.071,0.254,2008
0.544,0.254,2008
0.544,0.254,2006
0.544,0.254,2005
0.454,0.254,2001
0.446,0.254,1998
0.499,0.254,2002
0.42,0.254,2000
0.39,0.254,2004
0.423,0.254,2002
0.423,0.254,2005
0.423,0.254,1992
0.423,0.254,1997
0.423,0.254,1995
0.443,0.254,1995
0.443,0.254,1994
0.482,0.254,1999
0.482,0.254,2008
0.482,0.254,2000
0.242,0.254,2007
0.49,0.254,2006
0.49,0.254,2004
0.49,0.254,2003
0.329,0.254,2000
0.329,0.254,2004
0.329,0.254,2005
0.345,0.254,2001
0.612,0.253,2003
0.612,0.253,1998
0.612,0.253,2004
0.612,0.253,2000
0.324,0.253,2007
0.36,0.253,1998
0.489,0.253,2007
0.5,0.253,2009
0.5,0.253,2007
0.5,0.253,2006
0.451,0.253,2007
0.451,0.253,2006
0.557,0.253,2009
0.557,0.253,1979
0.384,0.253,1993
0.47,0.253,2008
0.463,0.253,2003
0.483,0.253,1999
0.36,0.253,1992
0.421,0.253,1999
0.351,0.253,2002
0.351,0.253,1994
0.525,0.253,2007
0.408,0.253,2003
0.384,0.253,1988
0.415,0.253,2005
0.51,0.253,2006
0.399,0.253,2005
0.407,0.253,1990
0.508,0.252,2007
0.503,0.252,2008
0.359,0.252,1999
0.367,0.252,2005
0.364,0.252,2004
0.383,0.252,2008
0.383,0.252,2006
0.41,0.252,1999
0.376,0.252,1999
0.421,0.252,1971
0.384,0.252,1997
0.463,0.252,1994
0.463,0.252,1996
0.463,0.252,1997
0.302,0.252,2000
0.436,0.252,2006
0.436,0.252,1982
0.436,0.252,2003
0.436,0.252,2001
0.425,0.252,2003
0.375,0.252,2005
0.375,0.252,2006
0.375,0.252,2007
0.523,0.252,2007
0.382,0.252,2008
0.382,0.252,2003
0.415,0.252,1986
0.545,0.252,2004
0.086,0.252,1997
0.086,0.252,1998
0.389,0.252,2009
0.328,0.252,1965
0.328,0.252,1963
0.333,0.252,2006
0.415,0.252,2004
0.547,0.252,1992
0.397,0.252,2005
0.418,0.251,2005
0.484,0.251,1999
0.369,0.251,2003
0.489,0.251,2006
0.348,0.251,1958
0.49,0.251,2006
0.453,0.251,2009
0.453,0.251,2008
0.442,0.251,2007
0.442,0.251,2008
0.438,0.251,2003
0.658,0.251,2007
0.466,0.251,2007
0.37,0.251,2000
0.341,0.251,1988
0.509,0.251,1996
0.509,0.251,1998
0.509,0.251,1997
0.406,0.251,2000
0.406,0.251,2001
0.307,0.251,1994
0.412,0.25,1992
0.4,0.25,1993
0.272,0.25,1997
0.562,0.25,2006
0.414,0.25,2005
0.457,0.25,2006
0.335,0.25,1993
0.558,0.25,2008
0.383,0.25,1988
0.383,0.25,1999
0.093,0.25,2008
0.363,0.25,2000
0.363,0.25,1989
0.558,0.25,2009
0.346,0.25,2004
0.379,0.25,1997
0.379,0.25,1998
0.329,0.25,2006
0.351,0.25,2000
0.413,0.25,1982
0.322,0.25,2006
0.322,0.25,2008
0.524,0.25,2004
0.524,0.25,2005
0.415,0.25,1972
0.372,0.25,1998
0.413,0.25,2005
0.459,0.25,2003
0.459,0.25,2006
0.07,0.25,2006
0.459,0.25,2004
0.07,0.25,2004
0.481,0.25,2006
0.383,0.25,2004
0.533,0.25,2004
0.38,0.249,2009
0.336,0.249,2003
0.495,0.249,1978
0.432,0.249,2003
0.432,0.249,2005
0.428,0.249,1995
0.38,0.249,2003
0.38,0.249,2005
0.382,0.249,2008
0.332,0.249,2008
0.382,0.249,2004
0.546,0.249,2002
0.546,0.249,2003
0.33,0.249,1997
0.33,0.249,2002
0.232,0.249,2004
0.291,0.249,2005
0.472,0.249,2008
0.373,0.249,2001
0.373,0.249,2003
0.313,0.249,2005
